Data ora solare	Temperatura_Media_Aria_[°C]	Umidità_relativa_media_[%]	Pressione_atmosferica_Media_al_livello_della_stazione_[hPa]
2017/09/14 23:30	21.6	66.5	1009.0
2017/09/15 00:00	21.6	67.0	1009.0
2017/09/15 00:30	21.5	67.0	1009.0
2017/09/15 01:00	21.4	68.0	1009.0
2017/09/15 01:30	21.4	68.0	1009.0
2017/09/15 02:00	21.4	69.5	1009.0
2017/09/15 02:30	21.0	72.5	1009.0
2017/09/15 03:00	20.2	78.5	1009.0
2017/09/15 03:30	20.2	78.5	1009.0
2017/09/15 04:00	20.4	77.5	1009.0
2017/09/15 04:30	20.4	76.0	1009.0
2017/09/15 05:00	20.5	75.0	1009.0
2017/09/15 05:30	20.4	75.5	1009.0
2017/09/15 06:00	20.1	75.5	1009.0
2017/09/15 06:30	20.3	74.5	1009.0
2017/09/15 07:00	20.4	74.0	1009.0
2017/09/15 07:30	20.5	75.0	1009.0
2017/09/15 08:00	20.6	74.5	1009.0
2017/09/15 08:30	21.0	73.0	1009.5
2017/09/15 09:00	20.7	74.5	1010.0
2017/09/15 09:30	21.5	70.0	1010.0
2017/09/15 10:00	22.1	67.0	1010.0
2017/09/15 10:30	22.9	62.5	1010.0
2017/09/15 11:00	23.4	60.0	1010.0
2017/09/15 11:30	23.1	62.0	1009.0
2017/09/15 12:00	24.0	58.0	1009.0
2017/09/15 12:30	24.7	54.5	1009.0
2017/09/15 13:00	25.1	48.5	1009.0
2017/09/15 13:30	25.6	44.5	1008.0
2017/09/15 14:00	25.3	46.0	1008.0
2017/09/15 14:30	24.8	44.5	1008.0
2017/09/15 15:00	24.5	44.0	1008.0
2017/09/15 15:30	24.5	43.5	1008.0
2017/09/15 16:00	24.4	44.5	1007.0
2017/09/15 16:30	24.2	43.5	1007.0
2017/09/15 17:00	24.1	43.0	1007.0
2017/09/15 17:30	22.4	53.5	1007.0
2017/09/15 18:00	17.9	86.5	1007.5
2017/09/15 18:30	18.8	81.0	1007.5
2017/09/15 19:00	18.9	84.0	1007.5
2017/09/15 19:30	18.4	83.0	1008.0
2017/09/15 20:00	18.2	86.0	1008.0
2017/09/15 20:30	18.1	91.0	1008.0
2017/09/15 21:00	17.9	90.0	1008.0
2017/09/15 21:30	18.1	91.5	1008.0
2017/09/15 22:00	18.1	92.0	1007.0
2017/09/15 22:30	17.9	92.0	1007.0
2017/09/15 23:00	17.7	93.5	1007.0
2017/09/15 23:30	16.9	95.5	1007.0
2017/09/16 00:00	17.1	96.0	1007.0
2017/09/16 00:30	17.0	96.0	1006.5
2017/09/16 01:00	17.0	96.0	1006.5
2017/09/16 01:30	17.1	97.0	1006.0
2017/09/16 02:00	17.1	96.0	1006.0
2017/09/16 02:30	17.1	96.0	1006.0
2017/09/16 03:00	16.9	96.0	1006.0
2017/09/16 03:30	16.9	96.5	1005.5
2017/09/16 04:00	16.9	97.0	1006.0
2017/09/16 04:30	16.9	97.0	1006.0
2017/09/16 05:00	16.9	97.0	1005.0
2017/09/16 05:30	16.9	97.0	1005.0
2017/09/16 06:00	16.6	96.0	1005.0
2017/09/16 06:30	16.4	96.0	1005.0
2017/09/16 07:00	16.6	96.0	1005.5
2017/09/16 07:30	16.6	95.5	1006.0
2017/09/16 08:00	16.9	93.5	1006.0
2017/09/16 08:30	17.7	91.0	1006.0
2017/09/16 09:00	18.4	87.5	1007.0
2017/09/16 09:30	18.8	85.0	1007.0
2017/09/16 10:00	19.1	79.0	1007.5
2017/09/16 10:30	19.3	74.5	1008.0
2017/09/16 11:00	19.6	73.5	1008.0
2017/09/16 11:30	19.9	69.0	1008.0
2017/09/16 12:00	20.1	65.5	1008.0
2017/09/16 12:30	20.2	61.5	1008.0
2017/09/16 13:00	21.0	59.5	1008.0
2017/09/16 13:30	20.9	58.5	1007.0
2017/09/16 14:00	21.2	55.0	1007.0
2017/09/16 14:30	21.8	53.5	1007.5
2017/09/16 15:00	21.8	53.5	1007.5
2017/09/16 15:30	21.5	55.0	1007.0
2017/09/16 16:00	21.4	52.0	1007.0
2017/09/16 16:30	21.1	53.0	1007.0
2017/09/16 17:00	20.9	52.5	1007.5
2017/09/16 17:30	20.6	52.5	1008.0
2017/09/16 18:00	20.2	53.5	1008.0
2017/09/16 18:30	19.8	57.5	1008.0
2017/09/16 19:00	19.5	61.5	1008.0
2017/09/16 19:30	18.9	64.0	1008.0
2017/09/16 20:00	18.5	65.5	1008.0
2017/09/16 20:30	18.3	66.0	1008.0
2017/09/16 21:00	18.1	67.5	1008.5
2017/09/16 21:30	18.1	68.0	1009.0
2017/09/16 22:00	18.0	66.5	1009.0
2017/09/16 22:30	17.9	67.5	1009.0
2017/09/16 23:00	17.2	70.0	1008.5
2017/09/16 23:30	16.9	69.5	1008.0
2017/09/17 00:00	16.7	71.5	1008.5
2017/09/17 00:30	16.9	71.0	1009.0
2017/09/17 01:00	16.8	70.0	1009.0
2017/09/17 01:30	16.4	71.5	1009.0
2017/09/17 02:00	16.2	70.0	1009.0
2017/09/17 02:30	16.1	69.5	1009.0
2017/09/17 03:00	16.0	68.5	1009.0
2017/09/17 03:30	15.8	71.0	1009.0
2017/09/17 04:00	15.5	72.5	1009.0
2017/09/17 04:30	15.4	72.0	1009.0
2017/09/17 05:00	14.9	72.0	1009.0
2017/09/17 05:30	14.6	74.0	1009.0
2017/09/17 06:00	14.8	72.5	1009.0
2017/09/17 06:30	14.2	75.0	1009.5
2017/09/17 07:00	14.7	75.5	1010.0
2017/09/17 07:30	15.2	74.5	1010.0
2017/09/17 08:00	16.7	68.0	1010.0
2017/09/17 08:30	17.5	65.0	1010.0
2017/09/17 09:00	19.1	59.5	1011.0
2017/09/17 09:30	21.0	51.5	1010.5
2017/09/17 10:00	21.4	43.5	1010.0
2017/09/17 10:30	21.6	42.0	1010.0
2017/09/17 11:00	21.3	44.0	1011.0
2017/09/17 11:30	21.4	47.0	1011.0
2017/09/17 12:00	21.4	45.5	1011.0
2017/09/17 12:30	22.1	42.0	1011.0
2017/09/17 13:00	22.1	42.5	1011.0
2017/09/17 13:30	22.6	40.5	1011.0
2017/09/17 14:00	21.7	42.5	1011.0
2017/09/17 14:30	21.8	42.5	1011.0
2017/09/17 15:00	21.2	43.5	1011.0
2017/09/17 15:30	21.6	43.5	1012.0
2017/09/17 16:00	20.8	46.0	1012.0
2017/09/17 16:30	20.6	43.0	1012.0
2017/09/17 17:00	20.2	45.0	1012.0
2017/09/17 17:30	19.4	49.5	1012.0
2017/09/17 18:00	18.9	52.0	1012.0
2017/09/17 18:30	18.4	53.0	1012.0
2017/09/17 19:00	18.0	54.5	1012.0
2017/09/17 19:30	17.9	55.5	1012.0
2017/09/17 20:00	17.7	58.0	1013.0
2017/09/17 20:30	17.4	61.0	1013.0
2017/09/17 21:00	17.1	63.0	1013.0
2017/09/17 21:30	16.8	64.5	1013.0
2017/09/17 22:00	16.5	66.5	1013.0
2017/09/17 22:30	16.6	66.0	1013.0
2017/09/17 23:00	16.5	66.5	1013.0
2017/09/17 23:30	16.2	69.0	1013.0
2017/09/18 00:00	16.2	69.5	1013.0
2017/09/18 00:30	15.9	72.0	1013.0
2017/09/18 01:00	16.9	69.0	1013.0
2017/09/18 01:30	17.2	67.5	1013.0
2017/09/18 02:00	17.2	67.0	1013.0
2017/09/18 02:30	16.5	71.0	1013.0
2017/09/18 03:00	16.5	71.0	1013.0
2017/09/18 03:30	16.7	69.0	1012.0
2017/09/18 04:00	16.8	67.5	1012.0
2017/09/18 04:30	16.7	69.0	1012.0
2017/09/18 05:00	16.6	68.5	1012.0
2017/09/18 05:30	16.7	67.5	1012.0
2017/09/18 06:00	16.9	66.0	1012.0
2017/09/18 06:30	16.8	66.0	1013.0
2017/09/18 07:00	16.8	69.5	1013.0
2017/09/18 07:30	16.5	76.5	1013.0
2017/09/18 08:00	16.8	75.0	1013.0
2017/09/18 08:30	17.0	75.0	1013.0
2017/09/18 09:00	17.9	73.5	1013.0
2017/09/18 09:30	18.2	73.0	1013.0
2017/09/18 10:00	18.0	76.0	1013.0
2017/09/18 10:30	19.0	70.0	1013.0
2017/09/18 11:00	19.2	68.0	1013.0
2017/09/18 11:30	19.2	66.5	1013.0
2017/09/18 12:00	18.6	72.5	1013.0
2017/09/18 12:30	17.4	79.5	1013.0
2017/09/18 13:00	17.1	81.5	1013.0
2017/09/18 13:30	17.2	83.0	1013.0
2017/09/18 14:00	17.1	80.5	1013.0
2017/09/18 14:30	16.7	80.0	1013.0
2017/09/18 15:00	16.9	76.5	1013.0
2017/09/18 15:30	16.6	77.5	1012.0
2017/09/18 16:00	16.9	76.5	1012.0
2017/09/18 16:30	16.5	82.0	1012.0
2017/09/18 17:00	15.8	85.0	1012.0
2017/09/18 17:30	15.8	89.5	1012.0
2017/09/18 18:00	15.9	90.5	1012.0
2017/09/18 18:30	15.6	92.0	1012.0
2017/09/18 19:00	15.6	93.0	1012.0
2017/09/18 19:30	15.4	93.5	1012.0
2017/09/18 20:00	15.4	94.0	1012.0
2017/09/18 20:30	15.4	94.0	1012.0
2017/09/18 21:00	15.2	94.0	1011.5
2017/09/18 21:30	15.1	94.0	1011.0
2017/09/18 22:00	15.1	95.0	1011.0
2017/09/18 22:30	15.1	95.0	1010.5
2017/09/18 23:00	15.1	94.5	1010.0
2017/09/18 23:30	15.1	94.0	1010.0
2017/09/19 00:00	14.9	94.0	1009.5
2017/09/19 00:30	14.9	94.0	1009.0
2017/09/19 01:00	14.9	94.0	1009.0
2017/09/19 01:30	14.8	95.0	1009.0
2017/09/19 02:00	14.1	95.0	1008.0
2017/09/19 02:30	13.9	95.5	1008.0
2017/09/19 03:00	13.9	95.5	1008.0
2017/09/19 03:30	13.9	96.0	1008.0
2017/09/19 04:00	14.1	96.0	1007.5
2017/09/19 04:30	13.9	96.0	1007.0
2017/09/19 05:00	13.9	96.0	1007.0
2017/09/19 05:30	13.6	96.0	1007.0
2017/09/19 06:00	13.9	96.0	1007.0
2017/09/19 06:30	13.8	96.0	1007.0
2017/09/19 07:00	13.7	95.5	1007.0
2017/09/19 07:30	13.3	93.0	1007.0
2017/09/19 08:00	13.5	91.5	1007.0
2017/09/19 08:30	14.0	92.5	1008.0
2017/09/19 09:00	14.4	86.0	1008.0
2017/09/19 09:30	15.4	85.0	1008.0
2017/09/19 10:00	15.4	81.5	1008.0
2017/09/19 10:30	15.8	60.0	1008.0
2017/09/19 11:00	16.7	55.5	1008.0
2017/09/19 11:30	17.4	53.0	1008.0
2017/09/19 12:00	17.1	51.5	1008.0
2017/09/19 12:30	17.2	49.0	1008.0
2017/09/19 13:00	17.2	49.0	1008.0
2017/09/19 13:30	16.9	50.0	1008.0
2017/09/19 14:00	17.2	50.5	1008.0
2017/09/19 14:30	17.8	46.5	1008.0
2017/09/19 15:00	18.1	45.0	1008.0
2017/09/19 15:30	18.1	41.5	1008.0
2017/09/19 16:00	17.3	45.5	1008.0
2017/09/19 16:30	17.0	45.5	1008.0
2017/09/19 17:00	16.8	47.0	1008.5
2017/09/19 17:30	16.4	50.5	1008.5
2017/09/19 18:00	16.1	50.0	1008.5
2017/09/19 18:30	15.3	55.0	1009.0
2017/09/19 19:00	14.4	60.0	1009.0
2017/09/19 19:30	14.2	60.0	1009.0
2017/09/19 20:00	14.0	60.5	1009.5
2017/09/19 20:30	13.4	63.0	1010.0
2017/09/19 21:00	13.8	61.0	1010.0
2017/09/19 21:30	13.6	61.5	1010.0
2017/09/19 22:00	13.8	57.0	1010.0
2017/09/19 22:30	13.7	56.0	1011.0
2017/09/19 23:00	13.9	54.5	1010.0
2017/09/19 23:30	13.9	53.5	1010.0
2017/09/20 00:00	14.1	53.0	1011.0
2017/09/20 00:30	14.2	52.0	1011.0
2017/09/20 01:00	14.2	52.5	1011.0
2017/09/20 01:30	14.0	54.5	1011.0
2017/09/20 02:00	13.8	56.0	1011.0
2017/09/20 02:30	13.9	54.5	1011.0
2017/09/20 03:00	13.6	58.0	1011.0
2017/09/20 03:30	12.4	66.5	1011.0
2017/09/20 04:00	12.4	66.5	1011.0
2017/09/20 04:30	12.4	65.0	1011.0
2017/09/20 05:00	14.2	51.5	1011.0
2017/09/20 05:30	14.2	50.5	1010.5
2017/09/20 06:00	13.6	56.0	1010.0
2017/09/20 06:30	13.0	59.5	1011.0
2017/09/20 07:00	13.2	58.5	1011.0
2017/09/20 07:30	13.5	59.0	1011.0
2017/09/20 08:00	13.4	63.5	1011.5
2017/09/20 08:30	14.8	56.0	1012.0
2017/09/20 09:00	16.3	55.0	1012.0
2017/09/20 09:30	16.6	51.5	1012.0
2017/09/20 10:00	17.4	46.5	1013.0
2017/09/20 10:30	18.2	43.5	1013.0
2017/09/20 11:00	18.9	40.5	1013.0
2017/09/20 11:30	19.4	38.5	1013.0
2017/09/20 12:00	20.4	36.5	1013.0
2017/09/20 12:30	21.0	34.0	1012.0
2017/09/20 13:00	21.6	34.5	1012.0
2017/09/20 13:30	21.9	31.5	1012.0
2017/09/20 14:00	22.4	30.0	1012.0
2017/09/20 14:30	22.6	29.5	1012.0
2017/09/20 15:00	22.9	28.5	1012.0
2017/09/20 15:30	22.9	28.5	1012.0
2017/09/20 16:00	23.1	28.5	1012.0
2017/09/20 16:30	22.8	31.0	1012.0
2017/09/20 17:00	22.1	37.0	1012.0
2017/09/20 17:30	20.7	48.0	1012.5
2017/09/20 18:00	19.6	54.0	1013.0
2017/09/20 18:30	18.9	57.5	1013.0
2017/09/20 19:00	18.8	55.5	1013.0
2017/09/20 19:30	18.1	57.5	1013.0
2017/09/20 20:00	17.5	57.5	1014.0
2017/09/20 20:30	16.6	61.5	1014.0
2017/09/20 21:00	15.9	64.0	1014.0
2017/09/20 21:30	15.6	64.0	1014.5
2017/09/20 22:00	14.8	65.5	1015.0
2017/09/20 22:30	14.1	67.5	1015.0
2017/09/20 23:00	13.8	70.5	1015.0
2017/09/20 23:30	13.8	72.0	1015.0
2017/09/21 00:00	13.2	74.5	1015.0
2017/09/21 00:30	13.0	76.0	1015.0
2017/09/21 01:00	12.6	78.5	1016.0
2017/09/21 01:30	12.1	80.5	1016.0
2017/09/21 02:00	11.8	82.0	1016.0
2017/09/21 02:30	11.8	82.5	1016.0
2017/09/21 03:00	11.2	83.0	1016.0
2017/09/21 03:30	10.8	84.5	1016.0
2017/09/21 04:00	10.9	89.5	1016.0
2017/09/21 04:30	10.9	90.0	1016.0
2017/09/21 05:00	10.4	90.0	1016.0
2017/09/21 05:30	10.4	90.5	1016.0
2017/09/21 06:00	10.5	90.0	1016.0
2017/09/21 06:30	10.1	88.5	1016.0
2017/09/21 07:00	10.4	90.0	1016.0
2017/09/21 07:30	12.1	84.0	1016.0
2017/09/21 08:00	12.8	77.0	1016.0
2017/09/21 08:30	13.2	75.5	1017.0
2017/09/21 09:00	14.8	69.5	1017.0
2017/09/21 09:30	15.8	65.5	1017.0
2017/09/21 10:00	16.1	64.5	1017.0
2017/09/21 10:30	17.4	59.0	1017.0
2017/09/21 11:00	19.0	53.5	1017.0
2017/09/21 11:30	19.3	50.5	1017.0
2017/09/21 12:00	20.1	46.0	1017.0
2017/09/21 12:30	20.9	43.0	1016.5
2017/09/21 13:00	21.8	41.5	1016.0
2017/09/21 13:30	22.0	37.5	1016.0
2017/09/21 14:00	21.9	36.0	1016.0
2017/09/21 14:30	22.0	32.5	1016.0
2017/09/21 15:00	22.9	34.0	1015.0
2017/09/21 15:30	22.4	34.5	1015.0
2017/09/21 16:00	22.4	33.0	1015.0
2017/09/21 16:30	22.5	33.5	1015.0
2017/09/21 17:00	22.2	32.5	1015.0
2017/09/21 17:30	21.5	39.0	1015.0
2017/09/21 18:00	20.9	37.5	1015.0
2017/09/21 18:30	19.8	46.5	1015.0
2017/09/21 19:00	18.6	51.5	1015.5
2017/09/21 19:30	18.4	47.0	1016.0
2017/09/21 20:00	17.4	50.0	1016.0
2017/09/21 20:30	16.5	52.0	1016.0
2017/09/21 21:00	16.1	56.5	1016.0
2017/09/21 21:30	15.2	63.5	1017.0
2017/09/21 22:00	14.6	67.5	1017.0
2017/09/21 22:30	14.0	68.0	1017.0
2017/09/21 23:00	13.8	71.5	1017.0
2017/09/21 23:30	13.8	73.5	1017.0
2017/09/22 00:00	13.6	74.5	1017.0
2017/09/22 00:30	13.2	76.0	1017.0
2017/09/22 01:00	12.8	79.0	1018.0
2017/09/22 01:30	12.3	81.0	1018.0
2017/09/22 02:00	11.9	82.5	1018.0
2017/09/22 02:30	11.8	84.5	1018.0
2017/09/22 03:00	11.6	85.5	1018.0
2017/09/22 03:30	12.1	86.5	1018.0
2017/09/22 04:00	12.4	84.5	1018.0
2017/09/22 04:30	12.6	83.0	1018.0
2017/09/22 05:00	12.4	82.5	1018.0
2017/09/22 05:30	12.5	82.5	1018.0
2017/09/22 06:00	12.6	82.0	1018.0
2017/09/22 06:30	12.4	82.5	1018.0
2017/09/22 07:00	12.8	83.0	1018.0
2017/09/22 07:30	13.2	81.5	1018.0
2017/09/22 08:00	13.7	78.0	1018.0
2017/09/22 08:30	14.5	75.0	1018.5
2017/09/22 09:00	15.7	70.0	1019.0
2017/09/22 09:30	16.7	66.0	1019.0
2017/09/22 10:00	17.1	65.5	1019.0
2017/09/22 10:30	18.4	60.5	1019.0
2017/09/22 11:00	19.4	57.5	1019.0
2017/09/22 11:30	19.9	56.0	1019.0
2017/09/22 12:00	20.7	54.5	1019.0
2017/09/22 12:30	21.6	51.0	1019.0
2017/09/22 13:00	21.7	51.5	1018.5
2017/09/22 13:30	21.6	50.0	1018.0
2017/09/22 14:00	21.9	49.5	1018.0
2017/09/22 14:30	22.7	45.5	1018.0
2017/09/22 15:00	22.8	44.0	1018.0
2017/09/22 15:30	22.7	43.5	1017.5
2017/09/22 16:00	22.8	42.0	1017.0
2017/09/22 16:30	22.8	42.5	1017.0
2017/09/22 17:00	22.6	43.0	1017.0
2017/09/22 17:30	22.0	46.0	1017.0
2017/09/22 18:00	21.4	47.0	1017.0
2017/09/22 18:30	20.4	49.0	1017.5
2017/09/22 19:00	19.6	53.5	1018.0
2017/09/22 19:30	18.9	57.5	1018.0
2017/09/22 20:00	18.6	59.5	1018.0
2017/09/22 20:30	18.2	63.0	1019.0
2017/09/22 21:00	17.4	66.5	1019.0
2017/09/22 21:30	16.2	71.0	1019.0
2017/09/22 22:00	16.4	71.5	1019.0
2017/09/22 22:30	15.6	74.5	1019.0
2017/09/22 23:00	15.2	75.5	1019.0
2017/09/22 23:30	14.9	76.5	1019.0
2017/09/23 00:00	14.6	77.5	1019.0
2017/09/23 00:30	14.6	78.0	1019.0
2017/09/23 01:00	14.2	79.0	1019.0
2017/09/23 01:30	13.8	80.0	1020.0
2017/09/23 02:00	13.5	82.0	1019.5
2017/09/23 02:30	13.2	83.5	1019.0
2017/09/23 03:00	13.3	85.0	1019.0
2017/09/23 03:30	12.8	83.5	1019.0
2017/09/23 04:00	12.6	87.0	1019.0
2017/09/23 04:30	12.4	88.5	1019.0
2017/09/23 05:00	12.8	89.5	1019.0
2017/09/23 05:30	12.4	88.5	1019.0
2017/09/23 06:00	12.8	88.5	1019.0
2017/09/23 06:30	13.2	86.5	1019.0
2017/09/23 07:00	13.4	86.0	1019.0
2017/09/23 07:30	14.1	82.0	1019.0
2017/09/23 08:00	14.8	77.5	1019.0
2017/09/23 08:30	14.8	79.0	1019.0
2017/09/23 09:00	15.6	76.5	1019.0
2017/09/23 09:30	16.6	73.5	1019.0
2017/09/23 10:00	17.4	71.5	1020.0
2017/09/23 10:30	18.5	68.0	1019.5
2017/09/23 11:00	19.5	65.0	1019.0
2017/09/23 11:30	20.4	60.0	1019.0
2017/09/23 12:00	21.1	55.0	1018.5
2017/09/23 12:30	21.7	51.0	1018.0
2017/09/23 13:00	22.1	48.5	1018.0
2017/09/23 13:30	23.0	45.5	1018.0
2017/09/23 14:00	23.5	42.5	1017.5
2017/09/23 14:30	23.4	44.0	1017.0
2017/09/23 15:00	23.4	43.5	1017.0
2017/09/23 15:30	23.4	42.0	1017.0
2017/09/23 16:00	23.6	41.5	1016.0
2017/09/23 16:30	23.6	40.5	1016.0
2017/09/23 17:00	23.1	44.0	1016.0
2017/09/23 17:30	23.0	46.5	1016.0
2017/09/23 18:00	22.4	51.5	1016.0
2017/09/23 18:30	21.5	57.5	1016.0
2017/09/23 19:00	20.6	61.5	1016.0
2017/09/23 19:30	19.6	65.5	1017.0
2017/09/23 20:00	19.5	66.0	1017.0
2017/09/23 20:30	18.9	69.0	1017.0
2017/09/23 21:00	18.0	72.5	1017.0
2017/09/23 21:30	17.8	74.0	1017.0
2017/09/23 22:00	17.6	74.5	1017.0
2017/09/23 22:30	17.2	76.0	1017.0
2017/09/23 23:00	17.1	77.0	1017.0
2017/09/23 23:30	16.7	77.5	1017.0
2017/09/24 00:00	16.2	79.5	1017.0
2017/09/24 00:30	16.0	80.5	1017.0
2017/09/24 01:00	15.8	81.0	1017.0
2017/09/24 01:30	15.9	81.5	1017.0
2017/09/24 02:00	15.5	82.0	1017.0
2017/09/24 02:30	15.2	83.5	1016.0
2017/09/24 03:00	15.3	86.5	1016.0
2017/09/24 03:30	15.4	87.0	1016.0
2017/09/24 04:00	15.2	87.0	1016.0
2017/09/24 04:30	15.3	85.5	1015.0
2017/09/24 05:00	15.1	87.0	1015.0
2017/09/24 05:30	15.1	86.0	1015.0
2017/09/24 06:00	15.1	86.5	1015.0
2017/09/24 06:30	15.2	86.5	1015.0
2017/09/24 07:00	15.4	85.0	1015.0
2017/09/24 07:30	15.7	83.5	1015.5
2017/09/24 08:00	16.2	80.5	1015.0
2017/09/24 08:30	16.3	80.0	1015.5
2017/09/24 09:00	16.9	78.0	1016.0
2017/09/24 09:30	17.6	74.0	1016.0
2017/09/24 10:00	17.2	75.5	1016.0
2017/09/24 10:30	16.9	79.5	1016.0
2017/09/24 11:00	16.5	88.0	1016.0
2017/09/24 11:30	16.3	92.5	1016.0
2017/09/24 12:00	16.8	94.0	1016.0
2017/09/24 12:30	16.9	94.0	1015.5
2017/09/24 13:00	17.0	94.0	1015.0
2017/09/24 13:30	17.2	93.5	1015.0
2017/09/24 14:00	16.6	94.5	1015.0
2017/09/24 14:30	15.4	95.0	1015.5
2017/09/24 15:00	16.0	96.0	1015.0
2017/09/24 15:30	16.6	95.5	1015.0
2017/09/24 16:00	16.4	95.0	1015.0
2017/09/24 16:30	16.7	95.0	1015.0
2017/09/24 17:00	16.9	95.0	1015.0
2017/09/24 17:30	16.9	93.0	1015.0
2017/09/24 18:00	16.9	92.5	1015.0
2017/09/24 18:30	16.9	93.5	1015.0
2017/09/24 19:00	16.5	94.0	1015.0
2017/09/24 19:30	16.4	94.0	1015.0
2017/09/24 20:00	16.1	95.0	1015.5
2017/09/24 20:30	15.9	95.0	1015.5
2017/09/24 21:00	15.2	94.0	1016.0
2017/09/24 21:30	15.1	94.0	1016.0
2017/09/24 22:00	14.9	94.0	1016.0
2017/09/24 22:30	14.5	94.5	1016.0
2017/09/24 23:00	13.9	95.0	1016.0
2017/09/24 23:30	13.8	95.5	1016.0
2017/09/25 00:00	13.7	95.0	1016.0
2017/09/25 00:30	13.9	96.0	1016.0
2017/09/25 01:00	13.8	95.5	1016.0
2017/09/25 01:30	15.1	77.0	1015.0
2017/09/25 02:00	15.6	69.0	1015.0
2017/09/25 02:30	14.6	77.0	1015.0
2017/09/25 03:00	14.3	77.0	1015.0
2017/09/25 03:30	15.3	68.5	1015.0
2017/09/25 04:00	14.9	69.5	1015.0
2017/09/25 04:30	15.2	67.0	1015.0
2017/09/25 05:00	14.4	70.5	1015.0
2017/09/25 05:30	12.4	83.0	1015.0
2017/09/25 06:00	12.1	90.0	1015.0
2017/09/25 06:30	12.2	90.5	1015.0
2017/09/25 07:00	13.2	82.5	1015.0
2017/09/25 07:30	14.5	77.5	1015.0
2017/09/25 08:00	15.7	73.0	1015.0
2017/09/25 08:30	16.3	70.0	1015.0
2017/09/25 09:00	18.0	63.5	1015.0
2017/09/25 09:30	18.5	54.0	1015.0
2017/09/25 10:00	19.0	52.5	1015.0
2017/09/25 10:30	19.4	52.0	1015.0
2017/09/25 11:00	19.6	51.5	1015.0
2017/09/25 11:30	20.2	50.5	1015.0
2017/09/25 12:00	20.5	49.5	1015.0
2017/09/25 12:30	21.0	47.5	1015.0
2017/09/25 13:00	21.3	43.0	1015.0
2017/09/25 13:30	21.6	43.5	1015.0
2017/09/25 14:00	21.7	43.5	1015.0
2017/09/25 14:30	22.1	42.0	1015.0
2017/09/25 15:00	22.1	41.0	1014.0
2017/09/25 15:30	22.0	41.5	1014.0
2017/09/25 16:00	21.9	41.5	1014.0
2017/09/25 16:30	21.8	43.0	1014.0
2017/09/25 17:00	21.1	46.0	1014.5
2017/09/25 17:30	20.5	47.5	1015.0
2017/09/25 18:00	19.9	50.0	1015.0
2017/09/25 18:30	19.5	51.0	1015.0
2017/09/25 19:00	18.6	56.0	1015.0
2017/09/25 19:30	18.1	58.5	1015.5
2017/09/25 20:00	18.2	56.0	1016.0
2017/09/25 20:30	18.5	53.0	1016.0
2017/09/25 21:00	17.5	59.0	1016.0
2017/09/25 21:30	16.5	64.5	1016.0
2017/09/25 22:00	17.0	61.5	1016.5
2017/09/25 22:30	16.1	66.0	1017.0
2017/09/25 23:00	16.0	67.0	1017.0
2017/09/25 23:30	15.8	68.5	1017.0
2017/09/26 00:00	15.2	71.0	1016.0
2017/09/26 00:30	14.9	72.0	1016.0
2017/09/26 01:00	14.2	75.0	1016.0
2017/09/26 01:30	14.3	76.0	1016.0
2017/09/26 02:00	14.1	77.0	1016.0
2017/09/26 02:30	14.1	76.0	1016.0
2017/09/26 03:00	13.8	77.5	1016.0
2017/09/26 03:30	13.1	79.5	1016.0
2017/09/26 04:00	13.1	79.5	1016.0
2017/09/26 04:30	12.7	81.0	1016.0
2017/09/26 05:00	12.8	80.0	1016.0
2017/09/26 05:30	12.4	81.0	1016.0
2017/09/26 06:00	12.8	79.5	1016.0
2017/09/26 06:30	13.4	75.5	1016.5
2017/09/26 07:00	14.7	70.0	1016.0
2017/09/26 07:30	16.2	63.5	1016.0
2017/09/26 08:00	17.0	64.0	1016.0
2017/09/26 08:30	18.4	57.5	1016.5
2017/09/26 09:00	18.5	53.5	1017.0
2017/09/26 09:30	19.1	51.5	1017.0
2017/09/26 10:00	19.6	48.5	1017.0
2017/09/26 10:30	20.0	48.0	1017.0
2017/09/26 11:00	20.3	49.0	1017.0
2017/09/26 11:30	20.4	48.5	1017.0
2017/09/26 12:00	20.8	46.5	1016.5
2017/09/26 12:30	21.1	45.0	1016.0
2017/09/26 13:00	21.2	44.0	1016.0
2017/09/26 13:30	21.6	44.0	1016.0
2017/09/26 14:00	21.6	42.5	1016.0
2017/09/26 14:30	21.9	43.0	1016.0
2017/09/26 15:00	21.9	43.0	1016.0
2017/09/26 15:30	21.9	42.5	1016.0
2017/09/26 16:00	21.7	43.5	1016.0
2017/09/26 16:30	21.6	43.0	1016.0
2017/09/26 17:00	21.5	43.0	1016.0
2017/09/26 17:30	21.0	44.0	1016.0
2017/09/26 18:00	20.5	45.5	1016.0
2017/09/26 18:30	20.1	48.5	1016.0
2017/09/26 19:00	19.9	49.5	1016.0
2017/09/26 19:30	19.4	51.5	1016.5
2017/09/26 20:00	18.6	55.5	1017.0
2017/09/26 20:30	17.8	58.5	1017.0
2017/09/26 21:00	17.8	59.5	1017.0
2017/09/26 21:30	18.4	58.0	1017.0
2017/09/26 22:00	18.1	60.5	1017.0
2017/09/26 22:30	18.0	62.0	1017.5
2017/09/26 23:00	17.2	65.0	1018.0
2017/09/26 23:30	16.6	68.0	1018.0
2017/09/27 00:00	16.9	66.5	1018.0
2017/09/27 00:30	17.2	63.5	1018.0
2017/09/27 01:00	17.7	60.0	1018.0
